9606.ENSP00000216127 9606.ENSP00000254695 4
9606.ENSP00000203407 9606.ENSP00000283131 3
9606.ENSP00000220003 9606.ENSP00000307272 4
9606.ENSP00000262904 9606.ENSP00000266970 4
9606.ENSP00000178640 9606.ENSP00000263798 0
9606.ENSP00000241463 9606.ENSP00000311005 1
9606.ENSP00000226413 9606.ENSP00000245983 1
9606.ENSP00000234179 9606.ENSP00000078445 1
9606.ENSP00000046794 9606.ENSP00000264972 0
9606.ENSP00000182290 9606.ENSP00000263087 3
9606.ENSP00000209884 9606.ENSP00000284637 5
9606.ENSP00000155926 9606.ENSP00000262741 1
9606.ENSP00000219476 9606.ENSP00000220062 4
9606.ENSP00000215587 9606.ENSP00000220659 5
9606.ENSP00000215587 9606.ENSP00000297540 3
9606.ENSP00000177694 9606.ENSP00000232014 3
9606.ENSP00000216225 9606.ENSP00000311368 2
9606.ENSP00000215832 9606.ENSP00000290374 4
9606.ENSP00000222120 9606.ENSP00000260323 2
9606.ENSP00000225831 9606.ENSP00000289153 6
9606.ENSP00000247668 9606.ENSP00000311032 1
9606.ENSP00000201979 9606.ENSP00000274335 1
9606.ENSP00000251337 9606.ENSP00000311005 1
9606.ENSP00000248975 9606.ENSP00000249071 4
9606.ENSP00000055077 9606.ENSP00000308772 2
9606.ENSP00000252677 9606.ENSP00000267843 1
9606.ENSP00000262848 9606.ENSP00000262646 0
9606.ENSP00000160827 9606.ENSP00000262225 3
9606.ENSP00000248996 9606.ENSP00000250559 1
9606.ENSP00000251337 9606.ENSP00000263125 1
9606.ENSP00000217185 9606.ENSP00000211287 2
9606.ENSP00000216181 9606.ENSP00000290378 5
9606.ENSP00000216629 9606.ENSP00000300406 3
9606.ENSP00000216117 9606.ENSP00000289153 6
9606.ENSP00000171111 9606.ENSP00000283943 5
9606.ENSP00000222402 9606.ENSP00000264607 2
9606.ENSP00000242152 9606.ENSP00000316244 1
9606.ENSP00000282412 9606.ENSP00000261991 0
9606.ENSP00000283228 9606.ENSP00000293328 4
9606.ENSP00000300574 9606.ENSP00000253055 0
9606.ENSP00000308351 9606.ENSP00000262300 0
9606.ENSP00000256935 9606.ENSP00000261937 1
9606.ENSP00000012443 9606.ENSP00000305721 2
9606.ENSP00000216241 9606.ENSP00000268206 2
9606.ENSP00000215659 9606.ENSP00000267205 3
9606.ENSP00000243222 9606.ENSP00000222598 1
9606.ENSP00000043402 9606.ENSP00000263694 5
9606.ENSP00000269260 9606.ENSP00000244623 4
9606.ENSP00000269571 9606.ENSP00000263923 0
9606.ENSP00000301905 9606.ENSP00000302486 0
9606.ENSP00000003302 9606.ENSP00000264414 3
9606.ENSP00000005340 9606.ENSP00000309597 5
9606.ENSP00000203556 9606.ENSP00000272233 2
9606.ENSP00000229002 9606.ENSP00000288602 4
9606.ENSP00000244174 9606.ENSP00000204615 1
9606.ENSP00000263798 9606.ENSP00000246069 0
9606.ENSP00000306129 9606.ENSP00000311538 0
9606.ENSP00000228945 9606.ENSP00000267396 1
9606.ENSP00000254667 9606.ENSP00000264316 0
9606.ENSP00000259089 9606.ENSP00000248594 4
9606.ENSP00000262300 9606.ENSP00000075503 0
9606.ENSP00000272233 9606.ENSP00000264399 0
9606.ENSP00000211998 9606.ENSP00000269141 3
9606.ENSP00000216223 9606.ENSP00000298229 3
9606.ENSP00000297494 9606.ENSP00000248071 6
9606.ENSP00000216127 9606.ENSP00000265970 3
9606.ENSP00000282397 9606.ENSP00000264554 0
9606.ENSP00000217133 9606.ENSP00000251413 2
9606.ENSP00000257904 9606.ENSP00000303706 0
9606.ENSP00000262211 9606.ENSP00000264938 0
9606.ENSP00000276211 9606.ENSP00000261890 4
9606.ENSP00000243924 9606.ENSP00000299421 0
9606.ENSP00000054666 9606.ENSP00000285208 3
9606.ENSP00000078429 9606.ENSP00000308383 1
9606.ENSP00000250448 9606.ENSP00000231449 6
9606.ENSP00000229002 9606.ENSP00000253401 1
9606.ENSP00000261669 9606.ENSP00000233944 0
9606.ENSP00000222330 9606.ENSP00000221138 2
9606.ENSP00000231228 9606.ENSP00000242338 1
9606.ENSP00000266970 9606.ENSP00000264316 0
9606.ENSP00000271555 9606.ENSP00000000442 4
9606.ENSP00000315743 9606.ENSP00000262133 0
9606.ENSP00000221138 9606.ENSP00000261479 2
9606.ENSP00000257904 9606.ENSP00000255465 4
9606.ENSP00000228945 9606.ENSP00000000233 1
9606.ENSP00000216068 9606.ENSP00000265104 5
9606.ENSP00000261991 9606.ENSP00000229002 0
9606.ENSP00000156471 9606.ENSP00000216727 2
9606.ENSP00000001008 9606.ENSP00000317992 3
9606.ENSP00000217185 9606.ENSP00000274335 0
9606.ENSP00000265563 9606.ENSP00000310375 4
9606.ENSP00000216629 9606.ENSP00000232461 3
9606.ENSP00000301068 9606.ENSP00000215659 0
9606.ENSP00000309591 9606.ENSP00000284287 0
9606.ENSP00000211287 9606.ENSP00000295087 3
9606.ENSP00000287641 9606.ENSP00000306245 6
9606.ENSP00000228872 9606.ENSP00000306124 0
9606.ENSP00000217109 9606.ENSP00000221494 5
9606.ENSP00000231449 9606.ENSP00000318142 6
9606.ENSP00000206249 9606.ENSP00000236671 1
9606.ENSP00000237289 9606.ENSP00000162749 1
9606.ENSP00000216200 9606.ENSP00000279387 1
9606.ENSP00000229328 9606.ENSP00000295408 0
9606.ENSP00000257934 9606.ENSP00000286398 4
9606.ENSP00000238738 9606.ENSP00000282397 1
9606.ENSP00000221138 9606.ENSP00000295156 0
9606.ENSP00000279387 9606.ENSP00000317310 4
9606.ENSP00000263025 9606.ENSP00000251849 4
9606.ENSP00000220003 9606.ENSP00000291592 2
9606.ENSP00000250971 9606.ENSP00000212015 6
9606.ENSP00000263212 9606.ENSP00000261845 0
9606.ENSP00000216271 9606.ENSP00000238789 5
9606.ENSP00000215574 9606.ENSP00000290810 2
9606.ENSP00000254101 9606.ENSP00000308176 1
9606.ENSP00000286574 9606.ENSP00000287934 4
9606.ENSP00000217305 9606.ENSP00000301908 2
9606.ENSP00000216144 9606.ENSP00000256460 2
9606.ENSP00000238081 9606.ENSP00000220751 1
9606.ENSP00000261799 9606.ENSP00000225688 1
9606.ENSP00000259216 9606.ENSP00000277541 1
9606.ENSP00000264380 9606.ENSP00000220751 0
9606.ENSP00000156109 9606.ENSP00000217109 3
9606.ENSP00000264380 9606.ENSP00000308774 0
9606.ENSP00000262646 9606.ENSP00000315659 1
9606.ENSP00000172229 9606.ENSP00000256637 3
9606.ENSP00000276414 9606.ENSP00000221496 6
9606.ENSP00000000412 9606.ENSP00000222219 5
9606.ENSP00000216127 9606.ENSP00000262948 2
9606.ENSP00000222402 9606.ENSP00000287156 2
9606.ENSP00000248996 9606.ENSP00000309591 1
9606.ENSP00000252725 9606.ENSP00000316674 1
9606.ENSP00000254066 9606.ENSP00000309591 1
9606.ENSP00000262741 9606.ENSP00000217233 1
9606.ENSP00000263826 9606.ENSP00000241463 0
9606.ENSP00000309597 9606.ENSP00000254101 0
9606.ENSP00000288602 9606.ENSP00000000233 0
9606.ENSP00000209884 9606.ENSP00000261819 2
9606.ENSP00000185150 9606.ENSP00000158771 3
9606.ENSP00000216225 9606.ENSP00000262854 5
9606.ENSP00000245544 9606.ENSP00000276201 1
9606.ENSP00000202677 9606.ENSP00000268864 4
9606.ENSP00000261597 9606.ENSP00000287598 1
9606.ENSP00000261636 9606.ENSP00000216373 1
9606.ENSP00000215832 9606.ENSP00000243440 4
9606.ENSP00000201979 9606.ENSP00000317985 1
9606.ENSP00000259808 9606.ENSP00000311113 0
9606.ENSP00000307280 9606.ENSP00000274643 0
9606.ENSP00000269305 9606.ENSP00000306682 0
9606.ENSP00000306512 9606.ENSP00000262992 6
9606.ENSP00000298048 9606.ENSP00000221138 0
9606.ENSP00000211998 9606.ENSP00000268182 2
9606.ENSP00000224140 9606.ENSP00000266497 2
9606.ENSP00000215587 9606.ENSP00000219252 3
9606.ENSP00000261845 9606.ENSP00000216127 4
9606.ENSP00000220751 9606.ENSP00000297596 1
9606.ENSP00000282908 9606.ENSP00000298910 4
9606.ENSP00000278407 9606.ENSP00000308541 4
9606.ENSP00000275493 9606.ENSP00000263904 0
9606.ENSP00000209728 9606.ENSP00000301019 3
9606.ENSP00000179259 9606.ENSP00000308413 1
9606.ENSP00000215587 9606.ENSP00000312735 2
9606.ENSP00000196551 9606.ENSP00000252543 5
9606.ENSP00000308774 9606.ENSP00000253792 6
9606.ENSP00000232564 9606.ENSP00000257068 1
9606.ENSP00000204961 9606.ENSP00000286301 5
9606.ENSP00000070846 9606.ENSP00000306918 3
9606.ENSP00000219252 9606.ENSP00000301740 2
9606.ENSP00000246957 9606.ENSP00000310722 1
9606.ENSP00000250003 9606.ENSP00000228641 4
9606.ENSP00000286548 9606.ENSP00000294016 4
9606.ENSP00000275364 9606.ENSP00000260600 4
9606.ENSP00000310670 9606.ENSP00000264657 6
9606.ENSP00000216500 9606.ENSP00000256383 3
9606.ENSP00000221138 9606.ENSP00000279022 4
9606.ENSP00000238081 9606.ENSP00000220062 1
9606.ENSP00000216127 9606.ENSP00000019317 2
9606.ENSP00000233948 9606.ENSP00000240093 1
9606.ENSP00000302564 9606.ENSP00000220003 6
9606.ENSP00000221138 9606.ENSP00000295225 0
9606.ENSP00000005257 9606.ENSP00000259089 5
9606.ENSP00000229264 9606.ENSP00000254854 1
9606.ENSP00000202677 9606.ENSP00000308461 1
9606.ENSP00000216225 9606.ENSP00000263734 3
9606.ENSP00000246957 9606.ENSP00000298048 1
9606.ENSP00000215832 9606.ENSP00000218008 1
9606.ENSP00000241463 9606.ENSP00000251849 1
9606.ENSP00000264867 9606.ENSP00000312652 4
9606.ENSP00000292408 9606.ENSP00000012443 0
9606.ENSP00000019103 9606.ENSP00000262441 2
9606.ENSP00000223167 9606.ENSP00000276616 0
9606.ENSP00000256196 9606.ENSP00000264399 4
9606.ENSP00000266066 9606.ENSP00000233948 4
9606.ENSP00000262177 9606.ENSP00000296464 4
9606.ENSP00000311113 9606.ENSP00000282397 0
9606.ENSP00000215057 9606.ENSP00000240055 3
9606.ENSP00000243924 9606.ENSP00000257904 0
9606.ENSP00000264711 9606.ENSP00000178640 4
9606.ENSP00000155926 9606.ENSP00000263826 5
9606.ENSP00000221233 9606.ENSP00000308332 2
9606.ENSP00000248594 9606.ENSP00000308176 0
9606.ENSP00000288135 9606.ENSP00000296870 6
9606.ENSP00000262741 9606.ENSP00000263923 4
9606.ENSP00000267205 9606.ENSP00000215832 0
9606.ENSP00000317087 9606.ENSP00000306512 6
9606.ENSP00000317578 9606.ENSP00000303862 0
9606.ENSP00000171111 9606.ENSP00000215574 5
9606.ENSP00000216241 9606.ENSP00000301740 3
9606.ENSP00000216101 9606.ENSP00000316845 1
9606.ENSP00000217185 9606.ENSP00000204961 2
9606.ENSP00000216190 9606.ENSP00000245539 5
9606.ENSP00000222390 9606.ENSP00000269305 1
9606.ENSP00000201979 9606.ENSP00000298552 1
9606.ENSP00000241052 9606.ENSP00000269305 6
9606.ENSP00000268057 9606.ENSP00000282572 4
9606.ENSP00000221138 9606.ENSP00000200135 1
9606.ENSP00000044462 9606.ENSP00000210313 3
9606.ENSP00000199706 9606.ENSP00000296805 3
9606.ENSP00000264380 9606.ENSP00000234040 0
9606.ENSP00000264705 9606.ENSP00000309539 6
9606.ENSP00000264972 9606.ENSP00000226004 0
9606.ENSP00000216277 9606.ENSP00000258962 3
9606.ENSP00000209728 9606.ENSP00000271308 2
9606.ENSP00000232424 9606.ENSP00000263754 1
9606.ENSP00000241416 9606.ENSP00000263640 0
9606.ENSP00000221138 9606.ENSP00000245544 2
9606.ENSP00000273857 9606.ENSP00000233948 0
9606.ENSP00000216101 9606.ENSP00000263967 3
9606.ENSP00000212015 9606.ENSP00000223095 6
9606.ENSP00000078445 9606.ENSP00000227665 1
9606.ENSP00000300574 9606.ENSP00000220751 0
9606.ENSP00000310722 9606.ENSP00000229328 0
9606.ENSP00000270202 9606.ENSP00000289153 6
9606.ENSP00000310632 9606.ENSP00000317578 0
9606.ENSP00000215832 9606.ENSP00000308541 3
9606.ENSP00000260404 9606.ENSP00000288986 0
9606.ENSP00000243903 9606.ENSP00000256996 1
9606.ENSP00000275493 9606.ENSP00000215832 0
9606.ENSP00000164227 9606.ENSP00000310572 2
9606.ENSP00000216225 9606.ENSP00000262294 2
9606.ENSP00000245304 9606.ENSP00000253055 1
9606.ENSP00000261890 9606.ENSP00000250066 1
9606.ENSP00000279783 9606.ENSP00000309591 4
9606.ENSP00000054666 9606.ENSP00000261890 3
9606.ENSP00000234310 9606.ENSP00000274364 4
9606.ENSP00000176195 9606.ENSP00000318077 2
9606.ENSP00000242285 9606.ENSP00000248070 4
9606.ENSP00000261890 9606.ENSP00000230449 1
9606.ENSP00000263798 9606.ENSP00000231487 4
9606.ENSP00000289153 9606.ENSP00000263863 6
9606.ENSP00000254101 9606.ENSP00000261439 4
9606.ENSP00000238738 9606.ENSP00000230449 1
9606.ENSP00000171757 9606.ENSP00000305877 2
9606.ENSP00000255641 9606.ENSP00000306330 1
9606.ENSP00000228872 9606.ENSP00000229328 0
9606.ENSP00000250559 9606.ENSP00000253055 1
9606.ENSP00000239243 9606.ENSP00000250971 1
9606.ENSP00000293328 9606.ENSP00000175756 0
9606.ENSP00000231449 9606.ENSP00000260356 1
9606.ENSP00000215071 9606.ENSP00000304292 2
9606.ENSP00000215587 9606.ENSP00000215793 3
9606.ENSP00000296522 9606.ENSP00000297689 6
9606.ENSP00000259089 9606.ENSP00000262948 1
9606.ENSP00000282111 9606.ENSP00000262953 4
9606.ENSP00000216144 9606.ENSP00000262103 2
9606.ENSP00000216274 9606.ENSP00000274335 3
9606.ENSP00000218388 9606.ENSP00000219271 4
9606.ENSP00000262493 9606.ENSP00000311405 1
9606.ENSP00000075503 9606.ENSP00000285735 1
9606.ENSP00000306682 9606.ENSP00000298048 0
9606.ENSP00000156471 9606.ENSP00000263681 3
9606.ENSP00000262187 9606.ENSP00000308413 1
9606.ENSP00000248996 9606.ENSP00000308461 1
9606.ENSP00000229179 9606.ENSP00000304370 1
9606.ENSP00000242104 9606.ENSP00000279387 4
9606.ENSP00000160827 9606.ENSP00000308450 2
9606.ENSP00000201979 9606.ENSP00000274376 4
9606.ENSP00000212015 9606.ENSP00000226730 6
9606.ENSP00000256196 9606.ENSP00000306330 1
9606.ENSP00000261991 9606.ENSP00000309503 1
9606.ENSP00000216629 9606.ENSP00000241014 3
9606.ENSP00000258930 9606.ENSP00000286719 4
9606.ENSP00000229264 9606.ENSP00000285735 1
9606.ENSP00000014930 9606.ENSP00000302811 2
9606.ENSP00000300113 9606.ENSP00000221138 0
9606.ENSP00000306245 9606.ENSP00000233946 6
9606.ENSP00000250448 9606.ENSP00000282549 6
9606.ENSP00000234091 9606.ENSP00000245451 6
9606.ENSP00000217026 9606.ENSP00000007969 3
9606.ENSP00000296839 9606.ENSP00000265734 0
9606.ENSP00000217026 9606.ENSP00000248668 5
9606.ENSP00000262300 9606.ENSP00000261991 0
9606.ENSP00000263708 9606.ENSP00000263025 4
9606.ENSP00000201979 9606.ENSP00000248975 4
9606.ENSP00000211287 9606.ENSP00000291442 0
9606.ENSP00000215832 9606.ENSP00000275815 2
9606.ENSP00000231449 9606.ENSP00000314976 1
9606.ENSP00000303147 9606.ENSP00000262238 6
9606.ENSP00000305976 9606.ENSP00000261937 0
9606.ENSP00000305976 9606.ENSP00000288135 0
9606.ENSP00000216160 9606.ENSP00000316176 1
9606.ENSP00000238081 9606.ENSP00000308496 1
9606.ENSP00000270202 9606.ENSP00000263212 0
9606.ENSP00000229002 9606.ENSP00000251849 4
9606.ENSP00000216455 9606.ENSP00000264414 3
9606.ENSP00000311605 9606.ENSP00000269260 0
9606.ENSP00000217131 9606.ENSP00000263864 2
9606.ENSP00000217188 9606.ENSP00000262741 4
9606.ENSP00000220003 9606.ENSP00000285928 2
9606.ENSP00000300113 9606.ENSP00000286719 0
9606.ENSP00000261170 9606.ENSP00000275364 4
9606.ENSP00000317904 9606.ENSP00000229328 0
9606.ENSP00000261799 9606.ENSP00000243077 0
9606.ENSP00000215574 9606.ENSP00000313034 5
9606.ENSP00000218032 9606.ENSP00000295488 2
9606.ENSP00000222330 9606.ENSP00000262891 1
9606.ENSP00000221515 9606.ENSP00000302665 6
9606.ENSP00000212015 9606.ENSP00000296417 2
9606.ENSP00000188312 9606.ENSP00000312697 3
9606.ENSP00000225688 9606.ENSP00000306330 4
9606.ENSP00000243563 9606.ENSP00000306512 6
9606.ENSP00000215832 9606.ENSP00000271889 1
9606.ENSP00000262848 9606.ENSP00000232375 4
9606.ENSP00000287878 9606.ENSP00000263817 0
9606.ENSP00000262741 9606.ENSP00000281821 1
9606.ENSP00000295908 9606.ENSP00000270202 0
9606.ENSP00000220507 9606.ENSP00000262861 1
9606.ENSP00000276571 9606.ENSP00000280357 6
9606.ENSP00000247668 9606.ENSP00000294066 1
9606.ENSP00000198767 9606.ENSP00000263857 3
9606.ENSP00000215832 9606.ENSP00000248600 1
9606.ENSP00000215574 9606.ENSP00000310686 2
9606.ENSP00000264705 9606.ENSP00000219240 6
9606.ENSP00000248150 9606.ENSP00000262741 1
9606.ENSP00000244741 9606.ENSP00000312664 6
9606.ENSP00000261349 9606.ENSP00000264634 1
9606.ENSP00000035383 9606.ENSP00000268206 5
9606.ENSP00000309823 9606.ENSP00000261211 0
9606.ENSP00000019103 9606.ENSP00000221421 2
9606.ENSP00000035383 9606.ENSP00000246071 2
9606.ENSP00000267843 9606.ENSP00000264664 4
9606.ENSP00000261799 9606.ENSP00000280333 0
9606.ENSP00000180166 9606.ENSP00000254667 2
9606.ENSP00000216127 9606.ENSP00000178640 2
9606.ENSP00000215793 9606.ENSP00000307863 5
9606.ENSP00000264657 9606.ENSP00000311857 4
9606.ENSP00000222402 9606.ENSP00000304697 2
9606.ENSP00000199320 9606.ENSP00000259750 3
9606.ENSP00000216629 9606.ENSP00000257254 5
9606.ENSP00000221138 9606.ENSP00000261799 0
9606.ENSP00000262903 9606.ENSP00000217233 0
9606.ENSP00000263826 9606.ENSP00000298910 4
9606.ENSP00000264047 9606.ENSP00000249598 6
9606.ENSP00000232461 9606.ENSP00000270474 1
9606.ENSP00000270202 9606.ENSP00000265970 4
9606.ENSP00000215071 9606.ENSP00000217958 2
9606.ENSP00000005284 9606.ENSP00000282499 5
9606.ENSP00000221494 9606.ENSP00000303942 2
9606.ENSP00000222330 9606.ENSP00000262445 6
9606.ENSP00000256261 9606.ENSP00000300113 1
9606.ENSP00000260600 9606.ENSP00000263431 1
9606.ENSP00000263025 9606.ENSP00000304283 0
9606.ENSP00000176195 9606.ENSP00000294954 2
9606.ENSP00000252809 9606.ENSP00000222304 6
9606.ENSP00000155926 9606.ENSP00000302486 2
9606.ENSP00000262077 9606.ENSP00000290231 1
9606.ENSP00000263967 9606.ENSP00000270202 6
9606.ENSP00000055077 9606.ENSP00000227524 5
9606.ENSP00000277309 9606.ENSP00000269260 0
